row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
175263,2018,051,Grant,COMMERCIAL,3,45 - 64 years,F,167,Hospital Outpatient,"3,170",732,"1,928","$1,058,014.91","$1,445.38",$380.00,"$851,105.70","$1,162.71",$285.00,"$206,909.21",$282.66,$0.00
176055,2018,055,Houston,COMMERCIAL,3,45 - 64 years,M,71,Emergency department,343,120,810,"$156,015.49","$1,300.13",$854.30,"$107,205.76",$893.38,$405.24,"$48,809.73",$406.75,$97.38
176895,2018,059,Isanti,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,101,Hospital Inpatient,"1,560",152,"1,048","$1,093,590.13","$7,194.67","$4,721.95","$1,092,505.02","$7,187.53","$4,721.95","$1,085.11",$7.14,$0.00
177639,2018,063,Jackson,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,24,Home Health,113,105,244,"$8,121.90",$77.35,$75.77,"$8,118.75",$77.32,$75.77,$3.15,$0.03,$0.00
178575,2018,067,Kandiyohi,MEDICARE,4,65 - 74 years,M,993,Hospital Outpatient,"30,166","5,285","11,791","$3,311,922.83",$626.66,$108.18,"$2,791,569.23",$528.21,$92.53,"$520,353.60",$98.46,$0.00
179751,2018,075,Lake,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,40,Outpatient Other,475,416,361,"$62,735.33",$150.81,$105.09,"$62,656.75",$150.62,$105.09,$78.58,$0.19,$0.00
180855,2018,081,Lincoln,MEDICARE,5,75 years and older,F,419,Clinic/Office,"5,548","3,589","4,894","$489,701.16",$136.45,$106.27,"$409,409.83",$114.07,$83.45,"$80,291.33",$22.37,$10.00
181743,2018,087,Mahnomen,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,24,Hospital Inpatient,249,30,211,"$132,154.94","$4,405.16","$2,769.19","$132,154.94","$4,405.16","$2,769.19",$0.00,$0.00,$0.00
182799,2018,093,Meeker,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,985,Clinic/Office,"13,176","6,719","10,970","$711,098.40",$105.83,$89.11,"$711,098.40",$105.83,$89.11,$0.00,$0.00,$0.00
183591,2018,097,Morrison,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,415,Emergency department,"2,443",939,"4,503","$493,927.36",$526.01,$396.72,"$493,328.01",$525.38,$396.72,$599.35,$0.64,$0.00
184431,2018,101,Murray,MEDICARE,3,45 - 64 years,F,14,Hospital Inpatient Professional Services,238,66,167,"$23,269.99",$352.58,$139.27,"$21,028.78",$318.62,$113.55,"$2,241.21",$33.96,$2.16
185559,2018,107,Norman,MEDICARE,5,75 years and older,F,134,Emergency department,916,241,"1,504","$66,536.46",$276.08,$172.09,"$61,295.85",$254.34,$140.80,"$5,240.61",$21.75,$0.00
186255,2018,111,Otter Tail,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,48,Hospice,212,190,391,"$682,420.28","$3,591.69","$2,328.17","$682,420.28","$3,591.69","$2,328.17",$0.00,$0.00,$0.00
187023,2018,115,Pine,MEDICARE,2,19 - 44 years,F,16,Hospital Inpatient Professional Services,510,159,182,"$39,266.05",$246.96,$141.88,"$31,585.61",$198.65,$112.47,"$7,680.44",$48.30,$26.98
187887,2018,121,Pope,COMMERCIAL,2,19 - 44 years,M,13,Outpatient Other,54,40,133,"$18,478.28",$461.96,$145.35,"$10,168.20",$254.21,$145.35,"$8,310.08",$207.75,$0.00
166219,2018,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,454,Other,"64,496","44,792","5,168","$5,556,530.60",$124.05,$90.90,"$5,546,465.88",$123.83,$90.51,"$10,064.72",$0.22,$0.00
167011,2018,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,57,Inpatient Non-acute,"1,558",581,620,"$557,356.11",$959.30,$111.36,"$557,356.11",$959.30,$111.36,$0.00,$0.00,$0.00
167923,2018,013,Blue Earth,COMMERCIAL,1,18 years and under,M,85,Hospital Inpatient,871,109,671,"$2,139,689.90","$19,630.18","$4,104.77","$2,033,569.10","$18,656.60","$3,063.30","$106,120.80",$973.59,$0.00
168667,2018,015,Brown,MEDICARE,5,75 years and older,M,70,Home Health,"1,665",525,783,"$243,672.61",$464.14,$63.33,"$243,672.61",$464.14,$63.33,$0.00,$0.00,$0.00
169459,2018,019,Carver,MEDICARE,4,65 - 74 years,M,62,Inpatient Non-acute,"1,120",123,722,"$658,424.44","$5,353.04","$3,906.67","$607,404.00","$4,938.24","$3,416.62","$51,020.44",$414.80,$0.00
170251,2018,025,Chisago,COMMERCIAL,1,18 years and under,F,17,Ambulatory Surgery,105,19,191,"$80,371.51","$4,230.08","$3,021.79","$58,048.89","$3,055.20","$2,032.93","$22,322.62","$1,174.87",$490.00
171091,2018,029,Clearwater,COMMERCIAL,2,19 - 44 years,F,20,Other,72,46,220,"$7,128.75",$154.97,$150.41,"$3,823.91",$83.13,$87.20,"$3,304.84",$71.84,$21.80
172099,2018,035,Crow Wing,COMMERCIAL,3,45 - 64 years,F,55,Ambulance,"1,752",483,650,"$136,159.24",$281.90,$44.20,"$120,935.21",$250.38,$44.20,"$15,224.03",$31.52,$0.00
172795,2018,037,Dakota,MEDICARE,2,19 - 44 years,F,551,Other,"6,516","2,502","6,589","$400,679.18",$160.14,$93.08,"$307,994.18",$123.10,$69.51,"$92,685.00",$37.04,$18.31
173707,2018,043,Faribault,COMMERCIAL,2,19 - 44 years,F,54,Emergency department,250,85,586,"$104,835.37","$1,233.36",$861.87,"$68,826.15",$809.72,$380.71,"$36,009.22",$423.64,$157.90
174547,2018,047,Freeborn,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,71,Hospital Inpatient Professional Services,819,516,669,"$97,772.86",$189.48,$89.99,"$97,772.86",$189.48,$89.99,$0.00,$0.00,$0.00
175483,2018,051,Grant,MEDICARE,3,45 - 64 years,M,98,Hospital Outpatient,"3,724",827,"1,108","$335,475.43",$405.65,$160.82,"$271,043.22",$327.74,$128.68,"$64,432.21",$77.91,$23.24
176251,2018,055,Houston,MEDICARE,3,45 - 64 years,F,32,Hospital Inpatient,"1,037",51,351,"$513,971.67","$10,077.88","$8,746.60","$467,597.67","$9,168.58","$8,630.98","$46,374.00",$909.29,"$1,340.00"
177019,2018,059,Isanti,MEDICARE,3,45 - 64 years,F,603,Clinic/Office,"17,162","7,218","7,021","$1,536,895.35",$212.93,$105.56,"$1,301,673.97",$180.34,$81.92,"$235,221.38",$32.59,$15.00
177811,2018,063,Jackson,MEDICARE,4,65 - 74 years,M,319,Hospital Outpatient,"13,985","2,518","3,799","$1,572,009.36",$624.31,$160.63,"$1,294,005.44",$513.90,$133.34,"$278,003.92",$110.41,$6.87
178723,2018,069,Kittson,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,DME (Durable Medical Equipment),14,12,119,"$2,007.57",$167.30,$228.17,"$2,007.57",$167.30,$228.17,$0.00,$0.00,$0.00
165956,2018,001,Aitkin,MEDICARE,5,75 years and older,M,105,Independent Lab,633,175,"1,242","$39,186.13",$223.92,$38.38,"$35,489.75",$202.80,$38.18,"$3,696.38",$21.12,$0.00
166700,2018,005,Becker,MEDICARE,2,19 - 44 years,M,16,Ambulance,85,36,192,"$31,625.71",$878.49,$711.44,"$24,948.93",$693.03,$566.83,"$6,676.78",$185.47,$152.54
167396,2018,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,147,Emergency department,882,297,"1,613","$74,429.76",$250.61,$225.47,"$73,567.69",$247.70,$224.49,$862.07,$2.90,$0.00
168284,2018,013,Blue Earth,MEDICARE,5,75 years and older,F,460,Ambulance,"4,625","1,493","5,116","$454,034.67",$304.11,$112.39,"$411,847.45",$275.85,$110.58,"$42,187.22",$28.26,$0.00
169004,2018,017,Carlton,MEDICARE,3,45 - 64 years,F,26,Outpatient Other,"2,437",163,297,"$120,197.75",$737.41,$84.98,"$96,200.19",$590.19,$66.62,"$23,997.56",$147.22,$21.02
169724,2018,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,69,Hospital Outpatient,"2,276",529,816,"$123,799.15",$234.02,$33.91,"$123,781.00",$233.99,$33.76,$18.15,$0.03,$0.00
170516,2018,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,20,Hospital Inpatient,333,26,209,"$18,886.00",$726.38,$867.02,"$18,886.00",$726.38,$867.02,$0.00,$0.00,$0.00
171476,2018,031,Cook,COMMERCIAL,4,65 - 74 years,M,11,Hospital Outpatient,138,35,132,"$7,922.33",$226.35,$146.99,"$5,813.15",$166.09,$58.54,"$2,109.18",$60.26,$0.00
172412,2018,035,Crow Wing,MEDICARE,4,65 - 74 years,F,463,Hospital Inpatient Professional Services,"6,787","2,616","5,430","$952,807.57",$364.22,$132.75,"$895,525.89",$342.33,$126.56,"$57,281.68",$21.90,$0.00
173084,2018,039,Dodge,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,21,Inpatient Non-acute,231,117,202,"$208,711.81","$1,783.86","$1,693.83","$208,711.81","$1,783.86","$1,693.83",$0.00,$0.00,$0.00
166095,2018,003,Anoka,COMMERCIAL,5,75 years and older,F,61,Inpatient Non-acute Professional Services,689,566,683,"$58,507.92",$103.37,$32.65,"$53,959.29",$95.33,$32.21,"$4,548.63",$8.04,$0.00
166791,2018,005,Becker,MEDICARE,5,75 years and older,M,"1,073",Clinic/Office,"21,192","9,143","12,670","$1,291,726.93",$141.28,$73.58,"$1,121,942.64",$122.71,$61.82,"$169,784.29",$18.57,$0.00
167703,2018,011,Big Stone,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,30,Hospital Inpatient,331,33,317,"$293,604.43","$8,897.10","$4,787.72","$293,604.43","$8,897.10","$4,787.72",$0.00,$0.00,$0.00
168711,2018,017,Carlton,COMMERCIAL,2,19 - 44 years,F,106,Hospital Inpatient,986,113,"1,239","$1,511,051.82","$13,372.14","$9,113.18","$1,458,647.52","$12,908.39","$8,747.54","$52,404.30",$463.75,$0.00
169479,2018,019,Carver,MEDICARE,5,75 years and older,M,158,Ambulatory Surgery,815,216,"1,895","$346,724.91","$1,605.21","$1,200.74","$311,656.71","$1,442.86","$1,177.67","$35,068.20",$162.35,$50.00
170295,2018,025,Chisago,COMMERCIAL,2,19 - 44 years,M,"2,312",Clinic/Office,"21,310","10,924","26,253","$2,343,888.18",$214.56,$141.59,"$1,618,938.13",$148.20,$63.85,"$724,950.05",$66.36,$25.00
171063,2018,029,Clearwater,COMMERCIAL,1,18 years and under,F,101,Clinic/Office,991,519,"1,106","$98,745.71",$190.26,$146.38,"$66,108.49",$127.38,$85.00,"$32,637.22",$62.88,$20.00
171999,2018,033,Cottonwood,MEDICARE,4,65 - 74 years,F,14,Outpatient Other,927,165,165,"$46,921.64",$284.37,$24.94,"$42,724.61",$258.94,$24.94,"$4,197.03",$25.44,$0.00
172695,2018,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,838,Hospital Inpatient Professional Services,"15,119","7,013","9,363","$1,234,089.81",$175.97,$78.73,"$1,233,920.61",$175.95,$78.73,$169.20,$0.02,$0.00
173487,2018,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,348,Other,"34,289","21,860","4,015","$3,573,313.03",$163.46,$145.98,"$3,572,134.18",$163.41,$145.98,"$1,178.85",$0.05,$0.00
174423,2018,047,Freeborn,COMMERCIAL,1,18 years and under,F,163,Other,459,288,"1,912","$90,745.37",$315.09,$80.91,"$79,490.38",$276.01,$62.10,"$11,254.99",$39.08,$0.00
175335,2018,051,Grant,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,286,Clinic/Office,"3,353","2,144","3,014","$183,540.04",$85.61,$64.82,"$178,918.84",$83.45,$63.57,"$4,621.20",$2.16,$0.00
176151,2018,055,Houston,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,38,DME (Durable Medical Equipment),263,149,432,"$42,158.69",$282.94,$101.99,"$42,149.24",$282.88,$101.99,$9.45,$0.06,$0.00
176919,2018,059,Isanti,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,27,Ambulatory Surgery,154,34,306,"$50,180.78","$1,475.91",$775.19,"$49,824.75","$1,465.43",$766.72,$356.03,$10.47,$0.00
177663,2018,063,Jackson,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,17,DME (Durable Medical Equipment),155,80,200,"$10,322.86",$129.04,$60.63,"$10,310.41",$128.88,$60.63,$12.45,$0.16,$0.00
178599,2018,067,Kandiyohi,MEDICARE,5,75 years and older,M,"1,474",Clinic/Office,"48,802","19,307","17,129","$2,718,213.42",$140.79,$77.88,"$2,432,457.65",$125.99,$71.51,"$285,755.77",$14.80,$0.00
179775,2018,075,Lake,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,15,Hospital Inpatient Professional Services,272,124,151,"$19,023.41",$153.41,$57.24,"$19,002.89",$153.25,$57.24,$20.52,$0.17,$0.00
180879,2018,081,Lincoln,MEDICARE,5,75 years and older,M,25,Inpatient Non-acute Professional Services,290,184,289,"$18,496.55",$100.52,$75.02,"$16,733.55",$90.94,$60.70,"$1,763.00",$9.58,$6.12
181767,2018,087,Mahnomen,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,11,DME (Durable Medical Equipment),77,38,125,"$27,265.03",$717.50,$117.87,"$27,265.03",$717.50,$117.87,$0.00,$0.00,$0.00
182823,2018,093,Meeker,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,25,Outpatient Other,829,711,280,"$103,611.62",$145.73,$107.19,"$103,611.62",$145.73,$107.19,$0.00,$0.00,$0.00
183615,2018,097,Morrison,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,15,Outpatient Other,265,219,166,"$29,924.33",$136.64,$114.54,"$29,924.33",$136.64,$114.54,$0.00,$0.00,$0.00
184455,2018,101,Murray,MEDICARE,4,65 - 74 years,F,72,DME (Durable Medical Equipment),613,440,852,"$71,896.25",$163.40,$75.02,"$58,681.34",$133.37,$68.59,"$13,214.91",$30.03,$3.33
185607,2018,109,Olmsted,COMMERCIAL,1,18 years and under,M,107,Independent Lab,550,131,"1,224","$118,086.69",$901.43,$265.21,"$88,286.44",$673.94,$123.13,"$29,800.25",$227.48,$35.25
186303,2018,111,Otter Tail,MEDICARE,2,19 - 44 years,M,68,Other,"1,618",447,807,"$255,728.72",$572.10,$116.98,"$209,604.65",$468.91,$97.03,"$46,124.07",$103.19,$21.03
187047,2018,115,Pine,MEDICARE,3,45 - 64 years,F,21,Home Health,511,91,252,"$66,690.93",$732.87,$75.02,"$66,690.93",$732.87,$75.02,$0.00,$0.00,$0.00
187983,2018,121,Pope,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,99,Hospital Inpatient,"1,073",118,"1,087","$529,582.52","$4,487.99","$3,123.84","$529,432.52","$4,486.72","$3,123.84",$150.00,$1.27,$0.00
165932,2018,001,Aitkin,MEDICARE,5,75 years and older,F,32,Ambulatory Surgery,191,46,384,"$70,436.95","$1,531.24",$672.80,"$62,949.26","$1,368.46",$616.31,"$7,487.69",$162.78,$99.56
166628,2018,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,70,Clinic/Office,785,381,818,"$35,567.11",$93.35,$17.51,"$35,542.96",$93.29,$17.51,$24.15,$0.06,$0.00
167372,2018,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,15,Inpatient Non-acute Professional Services,845,700,173,"$240,901.82",$344.15,$242.60,"$240,870.32",$344.10,$242.60,$31.50,$0.05,$0.00
168260,2018,013,Blue Earth,MEDICARE,4,65 - 74 years,F,284,Hospital Inpatient,"7,296",503,"3,317","$5,030,325.84","$10,000.65","$10,664.78","$4,671,601.71","$9,287.48","$9,860.46","$358,724.13",$713.17,"$1,340.00"
168908,2018,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,14,Emergency department,84,34,150,"$2,801.88",$82.41,$59.30,"$2,801.88",$82.41,$59.30,$0.00,$0.00,$0.00
169700,2018,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,37,Ambulatory Surgery,213,62,438,"$61,626.18",$993.97,$351.27,"$60,635.53",$977.99,$345.09,$990.65,$15.98,$0.00
170468,2018,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,789,Clinic/Office,"13,921","7,033","8,826","$783,885.08",$111.46,$75.88,"$769,004.47",$109.34,$70.71,"$14,880.61",$2.12,$0.00
171428,2018,031,Cook,COMMERCIAL,2,19 - 44 years,M,71,Clinic/Office,337,179,746,"$35,001.76",$195.54,$162.69,"$21,446.32",$119.81,$79.07,"$13,555.44",$75.73,$30.00
172388,2018,035,Crow Wing,MEDICARE,3,45 - 64 years,M,33,Ambulance,129,48,369,"$69,711.69","$1,452.33",$500.42,"$56,091.08","$1,168.56",$399.98,"$13,620.61",$283.76,$100.78
173060,2018,039,Dodge,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,56,Ambulance,"2,449",776,621,"$105,615.79",$136.10,$119.24,"$105,615.79",$136.10,$119.24,$0.00,$0.00,$0.00
173804,2018,043,Faribault,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,510,Hospital Outpatient,"6,329","1,912","5,529","$548,507.82",$286.88,$99.02,"$548,507.82",$286.88,$99.02,$0.00,$0.00,$0.00
174812,2018,049,Goodhue,COMMERCIAL,1,18 years and under,F,17,DME (Durable Medical Equipment),48,25,204,"$8,091.38",$323.66,$80.00,"$5,477.46",$219.10,$17.25,"$2,613.92",$104.56,$16.00
175604,2018,053,Hennepin,COMMERCIAL,2,19 - 44 years,M,"12,049",Hospital Outpatient,"134,583","33,690","136,014","$32,485,521.44",$964.25,$275.85,"$27,034,882.34",$802.46,$201.60,"$5,450,639.10",$161.79,$0.00
176372,2018,057,Hubbard,COMMERCIAL,2,19 - 44 years,M,24,Independent Lab,197,53,277,"$11,881.99",$224.19,$137.73,"$6,809.80",$128.49,$57.46,"$5,072.19",$95.70,$47.96
177260,2018,061,Itasca,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,75,Ambulatory Surgery,245,78,840,"$130,018.65","$1,666.91","$2,013.40","$130,018.65","$1,666.91","$2,013.40",$0.00,$0.00,$0.00
166195,2018,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,214,Home Health,"5,310","4,425","2,408","$853,609.60",$192.91,$75.02,"$853,420.75",$192.86,$75.02,$188.85,$0.04,$0.00
166987,2018,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,170,DME (Durable Medical Equipment),"1,213",699,"1,952","$79,102.45",$113.17,$57.50,"$79,058.35",$113.10,$57.50,$44.10,$0.06,$0.00
167899,2018,011,Big Stone,MEDICARE,5,75 years and older,M,43,Independent Lab,234,70,516,"$11,258.26",$160.83,$56.85,"$10,106.02",$144.37,$54.29,"$1,152.24",$16.46,$0.00
168643,2018,015,Brown,MEDICARE,4,65 - 74 years,M,34,Inpatient Non-acute,"1,365",260,394,"$493,495.66","$1,898.06",$73.71,"$426,790.05","$1,641.50",$71.47,"$66,705.61",$256.56,$0.00
169435,2018,019,Carver,MEDICARE,4,65 - 74 years,F,339,DME (Durable Medical Equipment),"2,490","1,525","4,035","$145,382.48",$95.33,$36.27,"$127,426.06",$83.56,$30.52,"$17,956.42",$11.77,$3.61
170227,2018,023,Chippewa,MEDICARE,5,75 years and older,F,152,Hospital Inpatient,"3,058",224,"1,634","$3,283,261.61","$14,657.42","$11,983.87","$3,110,963.33","$13,888.23","$11,135.16","$172,298.28",$769.19,"$1,340.00"
171043,2018,027,Clay,MEDICARE,5,75 years and older,F,414,Inpatient Non-acute Professional Services,"3,412","2,735","4,473","$247,330.20",$90.43,$76.18,"$220,192.82",$80.51,$69.94,"$27,137.38",$9.92,$0.00
172075,2018,035,Crow Wing,COMMERCIAL,2,19 - 44 years,F,171,Hospital Inpatient,"1,415",190,"1,917","$2,064,957.35","$10,868.20","$9,940.30","$1,922,751.99","$10,119.75","$9,664.31","$142,205.36",$748.45,$41.23
172771,2018,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,51,Hospice,"1,674","1,286",454,"$659,990.61",$513.21,$0.00,"$659,990.61",$513.21,$0.00,$0.00,$0.00,$0.00
173659,2018,041,Douglas,MEDICARE,5,75 years and older,F,"2,269",Hospital Outpatient,"132,788","23,391","26,501","$9,117,634.72",$389.79,$135.61,"$7,653,640.14",$327.20,$112.70,"$1,463,994.58",$62.59,$22.91
174499,2018,047,Freeborn,COMMERCIAL,4,65 - 74 years,F,46,Hospital Outpatient,"1,301",365,552,"$176,874.34",$484.59,$36.15,"$164,645.79",$451.08,$33.06,"$12,228.55",$33.50,$0.00
188823,2018,125,Red Lake,MEDICARE,3,45 - 64 years,F,59,Clinic/Office,"1,162",577,689,"$123,258.74",$213.62,$91.67,"$99,752.36",$172.88,$71.78,"$23,506.38",$40.74,$14.59
189687,2018,131,Rice,COMMERCIAL,3,45 - 64 years,F,102,Hospital Inpatient Professional Services,"1,630",545,"1,207","$1,047,045.20","$1,921.18",$369.45,"$952,594.99","$1,747.88",$332.01,"$94,450.21",$173.30,$0.00
190695,2018,135,Roseau,MEDICARE,5,75 years and older,M,497,Hospital Outpatient,"28,941","5,266","5,732","$3,014,998.31",$572.54,$148.22,"$2,374,382.34",$450.89,$130.75,"$640,615.97",$121.65,$0.00
191415,2018,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,26,Emergency department,125,47,262,"$5,344.76",$113.72,$76.98,"$5,284.96",$112.45,$75.74,$59.80,$1.27,$0.00
192279,2018,143,Sibley,MEDICARE,4,65 - 74 years,F,15,Home Health,279,156,180,"$42,499.99",$272.44,$81.77,"$42,499.99",$272.44,$81.77,$0.00,$0.00,$0.00
192975,2018,147,Steele,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,34,Emergency department,152,73,358,"$6,064.29",$83.07,$40.93,"$6,057.64",$82.98,$40.93,$6.65,$0.09,$0.00
193839,2018,151,Swift,MEDICARE,5,75 years and older,M,138,Other,"1,103",479,"1,633","$103,436.66",$215.94,$150.97,"$87,436.15",$182.54,$124.20,"$16,000.51",$33.40,$9.46
194703,2018,157,Wabasha,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,283,Hospital Outpatient,"9,275","2,306","3,137","$828,937.66",$359.47,$103.62,"$826,548.82",$358.43,$99.71,"$2,388.84",$1.04,$0.00
195615,2018,163,Washington,COMMERCIAL,1,18 years and under,M,272,DME (Durable Medical Equipment),"1,254",516,"3,050","$330,879.74",$641.24,$171.28,"$294,640.74",$571.01,$128.10,"$36,239.00",$70.23,$0.00
196647,2018,167,Wilkin,MEDICARE,4,65 - 74 years,F,17,Ambulance,865,230,197,"$26,016.62",$113.12,$24.60,"$24,642.93",$107.14,$24.60,"$1,373.69",$5.97,$0.00
197391,2018,171,Wright,MEDICARE,2,19 - 44 years,F,33,DME (Durable Medical Equipment),180,117,396,"$10,185.88",$87.06,$17.16,"$7,809.44",$66.75,$7.65,"$2,376.44",$20.31,$3.61
166312,2018,003,Anoka,MEDICARE,2,19 - 44 years,M,387,Other,"4,947","1,940","4,604","$644,872.72",$332.41,$106.03,"$517,935.19",$266.98,$79.11,"$126,937.53",$65.43,$21.33
167056,2018,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,44,Independent Lab,596,244,489,$93.19,$0.38,$0.00,$93.19,$0.38,$0.00,$0.00,$0.00,$0.00
167848,2018,011,Big Stone,MEDICARE,4,65 - 74 years,F,40,DME (Durable Medical Equipment),447,281,472,"$24,066.89",$85.65,$46.79,"$21,021.61",$74.81,$46.77,"$3,045.28",$10.84,$1.82
168760,2018,017,Carlton,COMMERCIAL,3,45 - 64 years,M,24,Outpatient Other,638,386,277,"$239,644.87",$620.84,$828.00,"$237,318.02",$614.81,$828.00,"$2,326.85",$6.03,$0.00
169648,2018,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,91,Independent Lab,250,127,"1,027","$14,575.43",$114.77,$36.52,"$14,575.43",$114.77,$36.52,$0.00,$0.00,$0.00
